0.150, 0.087, 0.125, 0.112, 0.100, 0.087
0.075, 0.100, 0.074, 0.125, 0.100, 0.100
0.025, 0.100, 0.074, 0.025, 0.050, 0.100
0.147, 0.110, 0.122, 0.136, 0.147, 0.110
